episode,steps_per_episode,t_per_episode,reward_per_episode,reward_avg_per_episode,reward_min_per_episode,reward_max_per_episode
90,64.0,13.109,-110.2,-1.7492063492063492,-100.0,0.8
91,40.0,8.354,-97.0,-2.4871794871794872,-100.0,0.8
92,500.0,100.351,47.19999999999989,0.0945891783567134,-0.6000000000000001,0.8
93,30.0,6.56,-107.0,-3.6896551724137927,-100.0,0.2
94,338.0,67.958,-72.40000000000009,-0.21483679525222557,-100.0,0.8
95,307.0,61.723,-86.00000000000009,-0.281045751633987,-100.0,0.8
96,265.0,53.578,-55.400000000000055,-0.20984848484848487,-100.0,0.8
97,500.0,101.265,97.19999999999986,0.1947895791583166,-0.6000000000000001,0.8
98,69.0,15.228,-110.6,-1.6264705882352943,-100.0,0.2
99,296.0,59.565,-71.40000000000003,-0.2420338983050848,-100.0,0.8
100,18.0,4.141,-108.8,-6.4,-100.0,0.2
101,140.0,28.357,-92.8,-0.6676258992805755,-100.0,0.8
102,214.0,43.383,-87.4,-0.41032863849765266,-100.0,0.8
103,21.0,5.336,-101.2,-5.06,-100.0,0.8
104,58.0,11.925,-110.0,-1.9298245614035088,-100.0,0.8
105,61.0,12.498,-101.2,-1.6866666666666668,-100.0,0.8
106,424.0,85.188,-15.400000000000004,-0.0364066193853428,-100.0,0.8
107,171.0,34.531,-82.4,-0.4847058823529412,-100.0,0.8
108,205.0,41.361,-95.0,-0.46568627450980393,-100.0,0.8
109,42.0,9.945,-105.4,-2.570731707317073,-100.0,0.8
110,76.0,15.71,-111.2,-1.4826666666666668,-100.0,0.8
111,196.0,39.719,-81.20000000000003,-0.4164102564102564,-100.0,0.8
112,224.0,45.781,-67.20000000000002,-0.30134529147982064,-100.0,0.8
113,18.0,3.928,-101.2,-5.952941176470588,-100.0,0.0
114,197.0,40.117,-80.40000000000003,-0.41020408163265304,-100.0,0.8
115,55.0,11.523,-99.6,-1.8444444444444443,-100.0,0.8
116,19.0,4.166,-107.8,-5.988888888888889,-100.0,0.2
117,188.0,38.154,-64.00000000000003,-0.3422459893048128,-100.0,0.8
118,420.0,84.47,-59.6000000000001,-0.1422434367541766,-100.0,0.8
119,142.0,28.762,-104.4,-0.7404255319148935,-100.0,0.8
120,297.0,60.335,-75.80000000000005,-0.2560810810810811,-100.0,0.8
121,44.0,9.897,-108.4,-2.52093023255814,-100.0,0.2
122,500.0,100.366,72.99999999999987,0.1462925851703407,-0.6000000000000001,0.8
123,29.0,6.211,-100.6,-3.5928571428571425,-100.0,0.0
124,83.0,17.17,-120.2,-1.4658536585365851,-100.0,0.8
125,19.0,4.481,-108.6,-6.033333333333333,-100.0,0.2
126,95.0,19.358,-115.4,-1.2276595744680852,-100.0,0.8
127,164.0,33.152,-104.4,-0.6404907975460123,-100.0,0.8
128,22.0,5.3,-110.4,-5.257142857142857,-100.0,0.2
129,152.0,31.975,-92.6,-0.6132450331125828,-100.0,0.8
130,30.0,6.319,-107.0,-3.6896551724137927,-100.0,0.2
131,222.0,44.741,-104.79999999999998,-0.47420814479638007,-100.0,0.8
132,216.0,43.541,-83.20000000000003,-0.38697674418604655,-100.0,0.8
133,91.0,18.763,-90.4,-1.0044444444444445,-100.0,0.8
134,207.0,42.15,-68.60000000000002,-0.33300970873786406,-100.0,0.8
