steps_per_episode,reward_per_episode,t_per_episode
29.0,-111.0,6.433
26.0,-110.2,5.568
25.0,-108.4,5.378
23.0,-104.2,4.977
30.0,-107.2,6.372
25.0,-110.2,5.383
23.0,-104.2,4.97
25.0,-109.0,5.376
26.0,-111.4,5.621
24.0,-106.6,5.141
23.0,-106.0,4.898
24.0,-107.2,5.153
25.0,-107.8,5.344
24.0,-104.2,5.107
26.0,-111.4,5.516
24.0,-107.2,5.136
24.0,-106.6,5.119
24.0,-108.4,5.147
25.0,-110.0,5.352
25.0,-109.0,5.365
27.0,-112.6,5.709
24.0,-105.4,5.135
28.0,-113.8,5.895
27.0,-113.8,5.73
24.0,-107.2,5.149
29.0,-114.8,6.117
26.0,-111.4,5.525
25.0,-110.2,5.35
24.0,-107.8,5.119
24.0,-106.6,5.14
23.0,-103.6,4.924
29.0,-113.8,6.1
22.0,-103.0,4.758
24.0,-103.6,5.141
27.0,-109.6,5.726
23.0,-102.8,4.896
22.0,-103.0,4.713
22.0,-103.0,4.726
22.0,-103.6,4.723
28.0,-113.8,5.931
26.0,-107.2,5.53
240.0,-140.80000000000013,48.387
238.0,-137.6000000000001,47.91
131.0,-117.19999999999997,26.527
208.0,-140.40000000000006,41.949
232.0,-133.2000000000001,46.704
500.0,-69.7999999999999,100.406
500.0,-47.00000000000011,100.413
261.0,-116.0,52.597
234.0,-110.99999999999999,47.149
223.0,-138.40000000000006,44.929
500.0,-28.600000000000165,100.377
500.0,8.599999999999971,100.402
247.0,-110.19999999999997,49.998
245.0,-142.60000000000005,49.331
260.0,-124.00000000000004,52.311
250.0,-119.40000000000003,50.301
500.0,-41.60000000000021,100.354
500.0,-66.20000000000013,100.442
500.0,-23.600000000000197,100.385
500.0,-33.00000000000013,100.414
385.0,-132.80000000000013,77.369
500.0,-46.000000000000014,100.433
500.0,-32.40000000000023,100.354
493.0,-125.20000000000016,98.995
500.0,-30.000000000000146,100.405
500.0,9.200000000000006,100.379
500.0,6.200000000000006,100.411
500.0,-9.400000000000006,100.422
500.0,6.799999999999991,100.385
500.0,-20.200000000000085,100.412
500.0,11.000000000000028,100.404
500.0,7.400000000000017,100.423
339.0,-112.79999999999998,68.204
500.0,-7.200000000000028,100.362
500.0,55.59999999999987,100.389
325.0,-78.60000000000007,65.416
500.0,36.20000000000002,100.3
379.0,-89.4,76.41599999999998
500.0,37.59999999999993,100.352
500.0,49.99999999999992,100.42
500.0,91.39999999999985,100.398
500.0,41.79999999999984,100.641
500.0,85.19999999999993,100.396
500.0,69.99999999999984,100.391
500.0,85.00000000000001,100.453
500.0,65.59999999999997,100.367
500.0,81.79999999999995,100.393
500.0,70.19999999999993,100.412
500.0,104.19999999999995,100.428
500.0,89.19999999999989,100.416
500.0,104.99999999999984,100.348
500.0,113.19999999999987,100.439
500.0,109.79999999999988,100.414
500.0,88.99999999999993,100.392
500.0,124.19999999999985,100.411
500.0,115.99999999999991,100.418
500.0,124.19999999999987,100.384
500.0,123.79999999999988,100.441
500.0,118.19999999999985,100.371
500.0,115.99999999999982,100.435
500.0,119.59999999999982,100.403
500.0,131.79999999999984,100.403
500.0,130.99999999999977,100.444
500.0,143.39999999999995,100.42
500.0,139.0,100.393
500.0,135.2,100.373
282.0,-60.80000000000002,56.844
500.0,114.19999999999996,100.317
500.0,123.79999999999993,100.422
500.0,127.79999999999988,100.411
500.0,120.79999999999984,100.426
500.0,122.39999999999988,100.379
500.0,112.99999999999996,100.422
301.0,-21.200000000000056,60.591
500.0,118.79999999999995,100.356
500.0,119.99999999999996,100.443
500.0,108.00000000000004,100.406
500.0,119.19999999999995,100.409
308.0,-33.59999999999992,62.007
24.0,-102.4,5.131
500.0,113.80000000000003,100.348
500.0,141.79999999999998,100.386
500.0,114.39999999999996,100.414
500.0,118.79999999999993,100.436
500.0,139.40000000000006,100.423
500.0,137.5999999999999,100.372
500.0,130.79999999999984,100.422
500.0,131.6,100.385
500.0,133.99999999999994,100.394
500.0,143.80000000000004,100.457
500.0,137.39999999999995,100.395
500.0,133.39999999999986,100.411
500.0,135.99999999999997,100.422
500.0,136.99999999999991,100.36
500.0,134.79999999999987,100.424
500.0,131.79999999999987,100.407
500.0,132.39999999999995,100.375
500.0,134.1999999999999,100.438
500.0,139.59999999999997,100.437
500.0,141.40000000000003,100.395
500.0,132.99999999999983,100.418
500.0,85.79999999999971,100.391
500.0,103.19999999999972,100.375
500.0,123.1999999999999,100.552
500.0,145.6000000000001,100.394
500.0,130.79999999999987,100.41
500.0,139.2,100.642
500.0,134.3999999999999,100.391
500.0,134.59999999999988,100.406
500.0,145.80000000000004,100.452
500.0,140.8,100.407
500.0,135.5999999999999,100.425
500.0,130.79999999999987,100.384
500.0,129.39999999999986,100.46
500.0,129.79999999999984,100.379
500.0,134.99999999999997,100.416
500.0,134.5999999999999,100.431
500.0,132.19999999999993,100.382
500.0,135.3999999999999,100.425
500.0,121.59999999999988,100.411
500.0,137.39999999999995,100.463
500.0,133.59999999999985,100.4
500.0,129.3999999999999,100.4
500.0,140.80000000000007,100.429
500.0,132.39999999999984,100.353
500.0,135.19999999999996,100.426
500.0,144.40000000000012,100.401
500.0,139.0,100.415
500.0,141.39999999999995,100.414
500.0,139.40000000000003,100.45
500.0,143.80000000000007,100.396
500.0,130.39999999999986,100.375
500.0,140.2,100.449
500.0,145.80000000000004,100.404
500.0,138.6,100.406
500.0,128.99999999999983,100.41
500.0,130.79999999999987,100.404
500.0,132.39999999999992,100.427
500.0,142.80000000000007,100.464
500.0,125.9999999999998,100.37
500.0,144.00000000000009,100.416
500.0,127.99999999999989,100.416
500.0,129.99999999999983,100.418
500.0,137.6,100.364
500.0,134.99999999999991,100.473
500.0,134.79999999999993,100.375
500.0,134.79999999999987,100.444
500.0,126.5999999999999,100.409
500.0,138.99999999999991,100.382
500.0,137.39999999999995,100.478
500.0,132.99999999999994,100.384
500.0,138.99999999999997,100.405
500.0,145.99999999999994,100.415
500.0,134.39999999999992,100.439
500.0,143.0,100.363
500.0,139.2,100.426
500.0,141.2000000000001,100.383
500.0,130.79999999999984,100.422
500.0,141.0,100.434
