Steps per Episode,Reward per Episode,t per Episode,T per Episode,Epsilon per Episode,Reward Min per Episode,Reward Max per Episode,Reward Avg per Episode
34.0,-108.4,7.253,15.0,0.4,-100.0,0.8,-3.284848484848485
249.0,-155.8000000000001,50.16,14.399999999999999,0.392,-100.0,0.8,-0.6282258064516129
19.0,-104.0,4.322,13.823999999999998,0.38416,-100.0,0.2,-5.777777777777778
25.0,-103.6,5.294,13.271039999999998,0.3764768,-100.0,0.0,-4.316666666666666
94.0,-112.8,19.14,12.740198399999997,0.368947264,-100.0,0.8,-1.2129032258064516
45.0,-113.8,10.38,12.230590463999997,0.36156831872,-100.0,0.8,-2.5863636363636364
27.0,-107.8,5.869,11.741366845439996,0.3543369523456,-100.0,0.8,-4.146153846153846
22.0,-102.8,4.796,11.271712171622395,0.347250213298688,-100.0,0.2,-4.895238095238095
203.0,-122.60000000000001,40.911,10.820843684757499,0.3403052090327142,-100.0,0.8,-0.606930693069307
79.0,-100.6,16.508,10.3880099373672,0.3334991048520599,-100.0,0.8,-1.2897435897435896
41.0,-111.6,8.566,9.97248953987251,0.3268291227550187,-100.0,0.8,-2.79
168.0,-103.6,33.928,9.57358995827761,0.3202925402999183,-100.0,0.8,-0.6203592814371258
129.0,-108.20000000000002,26.086,9.190646359946506,0.31388668949391996,-100.0,0.8,-0.8453125000000001
56.0,-106.8,11.559,8.823020505548644,0.30760895570404156,-100.0,0.8,-1.9418181818181817
36.0,-112.0,7.518,8.470099685326698,0.30145677658996073,-100.0,0.0,-3.2
92.0,-109.4,18.936,8.131295697913629,0.2954276410581615,-100.0,0.8,-1.2021978021978024
38.0,-118.0,7.917,7.806043869997083,0.28951908823699823,-100.0,0.0,-3.189189189189189
31.0,-104.6,6.732,7.4938021151972,0.2837287064722583,-100.0,0.8,-3.4866666666666664
32.0,-108.2,6.969,7.194050030589311,0.2780541323428131,-100.0,0.8,-3.490322580645161
187.0,-114.0,37.921,6.906288029365738,0.27249304969595683,-100.0,0.8,-0.6129032258064516
17.0,-109.0,4.893,6.630036508191108,0.2670431887020377,-100.0,-0.6000000000000001,-6.8125
195.0,-134.80000000000007,39.728,6.364835047863464,0.26170232492799694,-100.0,0.8,-0.6948453608247424
197.0,-126.60000000000007,39.736,6.110241645948925,0.256468278429437,-100.0,0.8,-0.6459183673469389
24.0,-99.4,5.329,5.8658319801109675,0.25133891286084825,-100.0,0.8,-4.321739130434783
121.0,-112.19999999999999,24.556,5.631198700906529,0.24631213460363127,-100.0,0.8,-0.9350000000000002
69.0,-112.2,14.301,5.405950752870267,0.24138589191155865,-100.0,0.8,-1.6500000000000001
27.0,-112.0,5.751,5.1897127227554565,0.23655817407332747,-100.0,0.0,-4.3076923076923075
16.0,-100.0,3.5300000000000002,4.982124213845238,0.23182701059186092,-100.0,0.0,-6.666666666666667
101.0,-108.0,20.501,4.782839245291428,0.2271904703800237,-100.0,0.8,-1.08
238.0,-119.20000000000002,48.149,4.591525675479771,0.22264666097242322,-100.0,0.8,-0.5029535864978903
33.0,-105.8,7.121,4.4078646484605795,0.21819372775297474,-100.0,0.2,-3.3062499999999995
19.0,-107.0,4.319,4.231550062522156,0.21382985319791525,-100.0,0.2,-5.944444444444445
161.0,-125.80000000000003,32.507,4.062288060021269,0.20955325613395695,-100.0,0.8,-0.7862500000000001
15.0,-100.0,3.344,3.8997965376204187,0.2053621910112778,-100.0,0.0,-7.142857142857143
197.0,-122.00000000000003,39.731,3.7438046761156016,0.20125494719105225,-100.0,0.8,-0.6224489795918368
46.0,-114.39999999999999,9.509,3.5940524890709775,0.1972298482472312,-100.0,0.2,-2.542222222222222
